audit_id,operation_type,transaction_id,type_id,user_id,created_at,changed_by,account_number,recipient_number,amount,comment,status_id,legal_type_id,transaction_date,sender_bank_id,recipient_bank_id,recipient_tin,category_id,recipient_phone,new_legal_type_id,new_transaction_date,new_comment,new_amount,new_status_id,new_sender_bank_id,new_recipient_bank_id,new_recipient_tin,new_category_id,new_recipient_phone
300,INSERT,1396,2,1,2025-05-12 19:18:36.375331,1,40817810000525162219,40817810000593191921,,,,,,,,,,,2,2024-09-06,Автотестовая транзакция,9754.14,2,3,4,72443116145,7,+74539139883
301,INSERT,1397,2,2,2025-05-12 19:18:36.375331,2,40817810000965444496,40817810000652935399,,,,,,,,,,,1,2024-09-07,Автотестовая транзакция,7800.91,6,4,4,79683718952,11,85374591154
302,INSERT,1398,2,1,2025-05-12 19:18:36.375331,1,40817810000179657124,40817810000491539923,,,,,,,,,,,2,2024-09-08,Автотестовая транзакция,29031.64,3,5,3,15756081024,1,+76659959871
303,INSERT,1399,2,2,2025-05-12 19:18:36.375331,2,40817810000116058255,40817810000232728448,,,,,,,,,,,2,2024-09-09,Автотестовая транзакция,37672.79,2,3,2,31219611204,7,84706075901
304,INSERT,1400,1,2,2025-05-12 19:18:36.375331,2,40817810000686709558,40817810000167035531,,,,,,,,,,,2,2024-09-10,Автотестовая транзакция,37965.81,1,5,4,75799314824,12,+71731019123
305,INSERT,1401,2,2,2025-05-12 19:18:36.375331,2,40817810000676931185,40817810000485314730,,,,,,,,,,,2,2024-09-11,Автотестовая транзакция,1986.30,4,4,3,77177828721,3,+74317362324
306,INSERT,1402,1,2,2025-05-12 19:18:36.375331,2,40817810000389881269,40817810000019497277,,,,,,,,,,,2,2024-09-12,Автотестовая транзакция,37270.04,3,1,1,94251031646,9,+79466640960
307,INSERT,1403,1,2,2025-05-12 19:18:36.375331,2,40817810000682850041,40817810000620352248,,,,,,,,,,,2,2024-09-13,Автотестовая транзакция,43398.40,2,4,4,51794607105,11,+75667409161
308,INSERT,1404,2,1,2025-05-12 19:18:36.375331,1,40817810000099752116,40817810000272470740,,,,,,,,,,,2,2024-09-14,Автотестовая транзакция,27884.93,3,4,1,74995277166,7,84264285582
309,INSERT,1405,1,2,2025-05-12 19:18:36.375331,2,40817810000305892032,40817810000017371930,,,,,,,,,,,1,2024-09-15,Автотестовая транзакция,4815.12,4,1,3,33349626317,9,88803758316
310,INSERT,1406,2,1,2025-05-12 19:18:36.375331,1,40817810000539531356,40817810000116683486,,,,,,,,,,,1,2024-09-16,Автотестовая транзакция,49622.09,5,4,5,78132776185,3,+78508127909
311,INSERT,1407,1,1,2025-05-12 19:18:36.375331,1,40817810000727894407,40817810000334032870,,,,,,,,,,,2,2024-09-17,Автотестовая транзакция,25258.52,5,3,5,53834032358,8,+76545954893
312,INSERT,1408,1,2,2025-05-12 19:18:36.375331,2,40817810000869242124,40817810000023069502,,,,,,,,,,,2,2024-09-18,Автотестовая транзакция,46150.48,1,3,1,57176477992,12,+74778707959
313,INSERT,1409,1,2,2025-05-12 19:18:36.375331,2,40817810000016720458,40817810000929992092,,,,,,,,,,,1,2024-09-19,Автотестовая транзакция,3142.55,4,4,2,83878289518,2,80550834183
314,INSERT,1410,1,1,2025-05-12 19:18:36.375331,1,40817810000653574619,40817810000362213683,,,,,,,,,,,2,2024-09-20,Автотестовая транзакция,32925.75,3,5,2,84670192920,10,87894475477
315,INSERT,1411,2,1,2025-05-12 19:18:36.375331,1,40817810000639559559,40817810000517970453,,,,,,,,,,,2,2024-09-21,Автотестовая транзакция,15808.12,4,5,1,92203850329,6,83775864549
316,INSERT,1412,2,1,2025-05-12 19:18:36.375331,1,40817810000603133463,40817810000002793951,,,,,,,,,,,1,2024-09-22,Автотестовая транзакция,13241.15,5,4,4,22141214955,8,+76467168128
317,INSERT,1413,2,1,2025-05-12 19:18:36.375331,1,40817810000376006620,40817810000344399141,,,,,,,,,,,1,2024-09-23,Автотестовая транзакция,4057.75,5,4,2,16826936561,2,+74519074282
318,INSERT,1414,1,1,2025-05-12 19:18:36.375331,1,40817810000972268610,40817810000184138098,,,,,,,,,,,1,2024-09-24,Автотестовая транзакция,30131.75,4,2,4,66296126040,7,89486527185
319,INSERT,1415,2,2,2025-05-12 19:18:36.375331,2,40817810000954489952,40817810000416804646,,,,,,,,,,,1,2024-09-25,Автотестовая транзакция,17374.47,3,4,3,77472657371,8,+71899052749
320,INSERT,1416,2,1,2025-05-12 19:18:36.375331,1,40817810000689656898,40817810000367149358,,,,,,,,,,,2,2024-09-26,Автотестовая транзакция,16331.21,6,4,2,67944283262,7,89352009820
321,INSERT,1417,1,1,2025-05-12 19:18:36.375331,1,40817810000990332993,40817810000945060013,,,,,,,,,,,1,2024-09-27,Автотестовая транзакция,1750.70,5,2,4,58106101929,10,+71821482299
322,INSERT,1418,1,2,2025-05-12 19:18:36.375331,2,40817810000129586034,40817810000481779787,,,,,,,,,,,2,2024-09-28,Автотестовая транзакция,19928.17,6,3,4,57740529512,6,85787865305
323,INSERT,1419,1,2,2025-05-12 19:18:36.375331,2,40817810000165739674,40817810000544760166,,,,,,,,,,,1,2024-09-29,Автотестовая транзакция,49937.90,7,2,2,47193117258,10,88549441316
324,INSERT,1420,1,1,2025-05-12 19:18:36.375331,1,40817810000743009648,40817810000810028337,,,,,,,,,,,2,2024-09-30,Автотестовая транзакция,40057.58,4,5,3,97430139949,4,+71617783751
325,INSERT,1421,2,1,2025-05-12 19:18:36.375331,1,40817810000597522247,40817810000033292611,,,,,,,,,,,2,2024-10-01,Автотестовая транзакция,32132.55,7,2,2,57597684656,7,83358502216
326,INSERT,1422,1,2,2025-05-12 19:18:36.375331,2,40817810000566795303,40817810000306547378,,,,,,,,,,,2,2024-10-02,Автотестовая транзакция,11707.38,3,5,4,60118603023,2,+70519887164
327,INSERT,1423,1,1,2025-05-12 19:18:36.375331,1,40817810000665362314,40817810000253654363,,,,,,,,,,,2,2024-10-03,Автотестовая транзакция,24030.93,6,4,4,26736940591,7,+75338637656
328,INSERT,1424,1,2,2025-05-12 19:18:36.375331,2,40817810000273213001,40817810000539957535,,,,,,,,,,,1,2024-10-04,Автотестовая транзакция,9191.16,5,3,1,37304217117,9,+74897899578
329,INSERT,1425,2,1,2025-05-12 19:18:36.375331,1,40817810000918230128,40817810000793992138,,,,,,,,,,,1,2024-10-05,Автотестовая транзакция,42945.43,4,5,3,79053981457,1,88164520873
330,INSERT,1426,2,1,2025-05-12 19:18:36.375331,1,40817810000061247450,40817810000188556905,,,,,,,,,,,1,2024-10-06,Автотестовая транзакция,50830.41,7,3,1,16476531984,11,+78581753946
331,INSERT,1427,1,1,2025-05-12 19:18:36.375331,1,40817810000206346770,40817810000966723637,,,,,,,,,,,1,2024-10-07,Автотестовая транзакция,47416.87,5,4,5,35812358663,6,+78765221716
332,INSERT,1428,2,1,2025-05-12 19:18:36.375331,1,40817810000438004128,40817810000077732464,,,,,,,,,,,2,2024-10-08,Автотестовая транзакция,35400.06,7,5,4,87828894128,9,82365304417
333,INSERT,1429,1,2,2025-05-12 19:18:36.375331,2,40817810000114816817,40817810000222188834,,,,,,,,,,,2,2024-10-09,Автотестовая транзакция,50365.90,3,1,3,76034080185,3,80426179391
334,INSERT,1430,2,2,2025-05-12 19:18:36.375331,2,40817810000153359827,40817810000936560268,,,,,,,,,,,2,2024-10-10,Автотестовая транзакция,46369.46,4,1,2,26773655433,11,+78858009692
335,INSERT,1431,2,2,2025-05-12 19:18:36.375331,2,40817810000840139005,40817810000683817970,,,,,,,,,,,2,2024-10-11,Автотестовая транзакция,26466.65,4,4,1,67531700659,4,+71731658649
336,INSERT,1432,1,2,2025-05-12 19:18:36.375331,2,40817810000901234366,40817810000261179432,,,,,,,,,,,1,2024-10-12,Автотестовая транзакция,5294.03,4,1,3,60613352219,4,+79476191416
337,INSERT,1433,1,1,2025-05-12 19:18:36.375331,1,40817810000661638228,40817810000795670471,,,,,,,,,,,2,2024-10-13,Автотестовая транзакция,38930.06,3,3,3,52570379094,4,88370427976
338,INSERT,1434,1,1,2025-05-12 19:18:36.375331,1,40817810000978309366,40817810000788809235,,,,,,,,,,,2,2024-10-14,Автотестовая транзакция,31870.44,1,2,1,33112242899,4,+78348519278
339,INSERT,1435,2,1,2025-05-12 19:18:36.375331,1,40817810000036038021,40817810000678439469,,,,,,,,,,,2,2024-10-15,Автотестовая транзакция,29593.64,4,5,5,93750930900,3,+70552152829
340,INSERT,1436,2,1,2025-05-12 19:18:36.375331,1,40817810000623929415,40817810000272498493,,,,,,,,,,,1,2024-10-16,Автотестовая транзакция,13227.87,2,4,3,78640649669,12,83332343357
341,INSERT,1437,1,1,2025-05-12 19:18:36.375331,1,40817810000358083422,40817810000024664909,,,,,,,,,,,1,2024-10-17,Автотестовая транзакция,11469.27,4,5,3,99578260814,4,+76471092662
342,INSERT,1438,1,1,2025-05-12 19:18:36.375331,1,40817810000307178051,40817810000927377100,,,,,,,,,,,1,2024-10-18,Автотестовая транзакция,42172.32,7,5,5,90307859171,12,+75630847886
343,INSERT,1439,1,1,2025-05-12 19:18:36.375331,1,40817810000692171270,40817810000091312768,,,,,,,,,,,1,2024-10-19,Автотестовая транзакция,38414.37,6,3,4,61547541624,5,+76235134439
344,INSERT,1440,2,1,2025-05-12 19:18:36.375331,1,40817810000529425776,40817810000314832547,,,,,,,,,,,2,2024-10-20,Автотестовая транзакция,41434.00,6,2,1,77087353839,12,+76206974621
345,INSERT,1441,2,1,2025-05-12 19:18:36.375331,1,40817810000044249642,40817810000561966824,,,,,,,,,,,1,2024-10-21,Автотестовая транзакция,9520.82,7,2,4,77294251566,10,+72080477758
346,INSERT,1442,1,1,2025-05-12 19:18:36.375331,1,40817810000250488717,40817810000195324524,,,,,,,,,,,2,2024-10-22,Автотестовая транзакция,35555.60,4,3,2,24109761748,8,80499455121
347,INSERT,1443,2,2,2025-05-12 19:18:36.375331,2,40817810000750624583,40817810000615605223,,,,,,,,,,,1,2024-10-23,Автотестовая транзакция,23032.85,6,2,1,78422530468,11,82171738910
348,INSERT,1444,2,1,2025-05-12 19:18:36.375331,1,40817810000155294144,40817810000944513215,,,,,,,,,,,2,2024-10-24,Автотестовая транзакция,34515.68,5,4,2,50948404924,3,85175889944
349,INSERT,1445,1,1,2025-05-12 19:18:36.375331,1,40817810000282438383,40817810000102566773,,,,,,,,,,,1,2024-10-25,Автотестовая транзакция,40276.41,2,5,1,12736193051,7,+74138775519
350,INSERT,1446,1,1,2025-05-12 19:18:36.375331,1,40817810000745488667,40817810000592746530,,,,,,,,,,,1,2024-10-26,Автотестовая транзакция,30234.32,4,2,4,16249739602,3,87252592551
351,INSERT,1447,2,2,2025-05-12 19:18:36.375331,2,40817810000920566840,40817810000274238239,,,,,,,,,,,1,2024-10-27,Автотестовая транзакция,41467.86,4,4,2,11069565147,9,86321064470
352,INSERT,1448,2,1,2025-05-12 19:18:36.375331,1,40817810000586128465,40817810000714300866,,,,,,,,,,,2,2024-10-28,Автотестовая транзакция,4407.67,4,4,3,50912038865,6,86739724322
353,INSERT,1449,1,1,2025-05-12 19:18:36.375331,1,40817810000969531065,40817810000438422921,,,,,,,,,,,1,2024-10-29,Автотестовая транзакция,26523.92,6,1,1,12319700118,5,89985633190
354,INSERT,1450,2,2,2025-05-12 19:18:36.375331,2,40817810000667793373,40817810000507442257,,,,,,,,,,,2,2024-10-30,Автотестовая транзакция,34523.18,2,4,4,68038664197,1,+72539194925
355,INSERT,1451,2,1,2025-05-12 19:18:36.375331,1,40817810000804723864,40817810000077787339,,,,,,,,,,,2,2024-10-31,Автотестовая транзакция,48847.43,1,2,4,14208291126,3,80075260203
356,INSERT,1452,2,1,2025-05-12 19:18:36.375331,1,40817810000880674261,40817810000634462832,,,,,,,,,,,2,2024-11-01,Автотестовая транзакция,17570.11,2,1,3,30383120778,3,+75288328789
357,INSERT,1453,1,1,2025-05-12 19:18:36.375331,1,40817810000513749712,40817810000714927657,,,,,,,,,,,1,2024-11-02,Автотестовая транзакция,47639.06,6,4,4,54864479217,2,89898290315
358,INSERT,1454,1,1,2025-05-12 19:18:36.375331,1,40817810000651439750,40817810000196082305,,,,,,,,,,,1,2024-11-03,Автотестовая транзакция,40678.68,6,5,3,60254500355,9,+77105404777
359,INSERT,1455,1,1,2025-05-12 19:18:36.375331,1,40817810000038947062,40817810000459764514,,,,,,,,,,,1,2024-11-04,Автотестовая транзакция,7120.97,7,4,2,65557190708,10,80400986348
360,INSERT,1456,1,2,2025-05-12 19:18:36.375331,2,40817810000209189123,40817810000201105713,,,,,,,,,,,1,2024-11-05,Автотестовая транзакция,12151.87,6,4,2,96900083716,12,83406480986
361,INSERT,1457,2,1,2025-05-12 19:18:36.375331,1,40817810000726373411,40817810000509130098,,,,,,,,,,,2,2024-11-06,Автотестовая транзакция,38276.86,6,5,2,42070901386,6,+71216195332
362,INSERT,1458,2,1,2025-05-12 19:18:36.375331,1,40817810000556384969,40817810000116130135,,,,,,,,,,,1,2024-11-07,Автотестовая транзакция,16421.64,1,5,4,23594432839,7,80632218955
363,INSERT,1459,1,2,2025-05-12 19:18:36.375331,2,40817810000647397347,40817810000170210639,,,,,,,,,,,1,2024-11-08,Автотестовая транзакция,34434.54,2,4,5,44152595270,9,+74706644991
364,INSERT,1460,2,1,2025-05-12 19:18:36.375331,1,40817810000196743710,40817810000582065516,,,,,,,,,,,2,2024-11-09,Автотестовая транзакция,1200.72,3,5,4,17083029507,3,+74555391420
365,INSERT,1461,1,1,2025-05-12 19:18:36.375331,1,40817810000946097170,40817810000936970995,,,,,,,,,,,2,2024-11-10,Автотестовая транзакция,3884.85,5,4,1,97390335959,1,81810217840
366,INSERT,1462,1,2,2025-05-12 19:18:36.375331,2,40817810000682415732,40817810000080635067,,,,,,,,,,,1,2024-11-11,Автотестовая транзакция,28747.96,5,4,3,90491946229,5,+78859839253
367,INSERT,1463,2,1,2025-05-12 19:18:36.375331,1,40817810000331336870,40817810000777748873,,,,,,,,,,,2,2024-11-12,Автотестовая транзакция,45377.60,2,1,5,36434409478,3,88422829321
368,INSERT,1464,1,1,2025-05-12 19:18:36.375331,1,40817810000723606280,40817810000056095272,,,,,,,,,,,1,2024-11-13,Автотестовая транзакция,25619.85,6,3,5,62981615053,11,82426512781
369,INSERT,1465,2,1,2025-05-12 19:18:36.375331,1,40817810000134145767,40817810000672579275,,,,,,,,,,,2,2024-11-14,Автотестовая транзакция,38526.58,7,3,5,76318277917,11,+75704342140
370,INSERT,1466,2,2,2025-05-12 19:18:36.375331,2,40817810000595708198,40817810000760726093,,,,,,,,,,,1,2024-11-15,Автотестовая транзакция,10950.66,4,3,4,42217231474,8,+79617627410
371,INSERT,1467,1,2,2025-05-12 19:18:36.375331,2,40817810000146931159,40817810000175165199,,,,,,,,,,,1,2024-11-16,Автотестовая транзакция,2804.07,6,1,2,54322219644,5,+79053342897
372,INSERT,1468,2,2,2025-05-12 19:18:36.375331,2,40817810000822366119,40817810000907151084,,,,,,,,,,,1,2024-11-17,Автотестовая транзакция,30914.48,7,2,2,84865292749,6,82708722885
373,INSERT,1469,2,1,2025-05-12 19:18:36.375331,1,40817810000175969259,40817810000181744195,,,,,,,,,,,2,2024-11-18,Автотестовая транзакция,9233.61,7,3,5,63309848553,3,+75870810470
374,INSERT,1470,1,2,2025-05-12 19:18:36.375331,2,40817810000804953134,40817810000466830074,,,,,,,,,,,2,2024-11-19,Автотестовая транзакция,45535.78,2,1,4,12493461766,1,89415910158
375,INSERT,1471,1,2,2025-05-12 19:18:36.375331,2,40817810000950209671,40817810000718105045,,,,,,,,,,,1,2024-11-20,Автотестовая транзакция,19375.83,3,5,4,46628229815,6,+70665506467
376,INSERT,1472,2,2,2025-05-12 19:18:36.375331,2,40817810000601294710,40817810000877655632,,,,,,,,,,,2,2024-11-21,Автотестовая транзакция,48164.59,2,3,2,30619883971,5,88022011566
377,INSERT,1473,1,2,2025-05-12 19:18:36.375331,2,40817810000235247550,40817810000278524663,,,,,,,,,,,1,2024-11-22,Автотестовая транзакция,9599.35,5,2,3,30222924070,6,87140934087
378,INSERT,1474,1,1,2025-05-12 19:18:36.375331,1,40817810000452499352,40817810000954885787,,,,,,,,,,,2,2024-11-23,Автотестовая транзакция,37542.60,7,3,3,32318101156,4,+79490415120
379,INSERT,1475,2,1,2025-05-12 19:18:36.375331,1,40817810000382100626,40817810000942647846,,,,,,,,,,,2,2024-11-24,Автотестовая транзакция,4649.80,6,2,2,20366208063,10,+70601611237
380,INSERT,1476,1,2,2025-05-12 19:18:36.375331,2,40817810000512115597,40817810000408069699,,,,,,,,,,,1,2024-11-25,Автотестовая транзакция,19692.92,1,4,2,50693020118,8,+79938253612
381,INSERT,1477,1,1,2025-05-12 19:18:36.375331,1,40817810000927512497,40817810000703188201,,,,,,,,,,,2,2024-11-26,Автотестовая транзакция,44842.13,6,4,2,53864879280,6,+73154130784
382,INSERT,1478,1,1,2025-05-12 19:18:36.375331,1,40817810000757382174,40817810000769353719,,,,,,,,,,,1,2024-11-27,Автотестовая транзакция,33627.83,1,1,4,85311856311,6,82249358524
383,INSERT,1479,2,1,2025-05-12 19:18:36.375331,1,40817810000027966556,40817810000279683478,,,,,,,,,,,1,2024-11-28,Автотестовая транзакция,34823.48,2,5,5,13378341985,2,+73845318743
384,INSERT,1480,1,1,2025-05-12 19:18:36.375331,1,40817810000228180116,40817810000929510508,,,,,,,,,,,1,2024-11-29,Автотестовая транзакция,49091.37,5,4,5,37709604552,4,+77381879155
385,INSERT,1481,2,1,2025-05-12 19:18:36.375331,1,40817810000277898312,40817810000512194695,,,,,,,,,,,2,2024-11-30,Автотестовая транзакция,27852.36,2,3,3,81952401511,4,+76272214922
386,INSERT,1482,1,2,2025-05-12 19:18:36.375331,2,40817810000036366239,40817810000836124928,,,,,,,,,,,1,2024-12-01,Автотестовая транзакция,50892.68,4,5,4,23033150799,7,83965112053
387,INSERT,1483,1,1,2025-05-12 19:18:36.375331,1,40817810000573697697,40817810000603749476,,,,,,,,,,,2,2024-12-02,Автотестовая транзакция,15082.44,2,3,3,67559895351,10,+76019939712
388,INSERT,1484,1,1,2025-05-12 19:18:36.375331,1,40817810000209607172,40817810000808508123,,,,,,,,,,,2,2024-12-03,Автотестовая транзакция,15143.72,7,4,5,66562958824,8,+77165048111
389,INSERT,1485,1,1,2025-05-12 19:18:36.375331,1,40817810000044030767,40817810000122011091,,,,,,,,,,,1,2024-12-04,Автотестовая транзакция,14408.31,2,2,4,75714712466,6,+72835609143
390,INSERT,1486,2,1,2025-05-12 19:18:36.375331,1,40817810000662426871,40817810000872925485,,,,,,,,,,,1,2024-12-05,Автотестовая транзакция,47355.19,4,3,4,16523403566,10,+70086149644
391,INSERT,1487,2,1,2025-05-12 19:18:36.375331,1,40817810000108154718,40817810000889539515,,,,,,,,,,,1,2024-12-06,Автотестовая транзакция,46978.99,2,3,4,70996460344,2,+78835306361
392,INSERT,1488,1,1,2025-05-12 19:18:36.375331,1,40817810000403390094,40817810000589936832,,,,,,,,,,,1,2024-12-07,Автотестовая транзакция,9736.22,5,3,1,65211518392,12,+75388043383
393,INSERT,1489,2,1,2025-05-12 19:18:36.375331,1,40817810000833271709,40817810000977075986,,,,,,,,,,,1,2024-12-08,Автотестовая транзакция,26907.84,2,3,3,29148964837,6,81510490711
394,INSERT,1490,2,1,2025-05-12 19:18:36.375331,1,40817810000310161838,40817810000675243738,,,,,,,,,,,1,2024-12-09,Автотестовая транзакция,30114.53,3,3,3,19995050725,8,81831611545
395,INSERT,1491,2,1,2025-05-12 19:18:36.375331,1,40817810000150322516,40817810000001717397,,,,,,,,,,,2,2024-12-10,Автотестовая транзакция,39669.20,4,4,3,80779005232,2,87107584197
396,INSERT,1492,2,2,2025-05-12 19:18:36.375331,2,40817810000607206984,40817810000813924270,,,,,,,,,,,2,2024-12-11,Автотестовая транзакция,21439.83,3,3,4,42095748091,7,80716783834
397,INSERT,1493,1,2,2025-05-12 19:18:36.375331,2,40817810000604584502,40817810000042606998,,,,,,,,,,,2,2024-12-12,Автотестовая транзакция,42172.03,2,4,3,10121009373,9,83708195154
398,INSERT,1494,2,1,2025-05-12 19:18:36.375331,1,40817810000288929396,40817810000170280434,,,,,,,,,,,1,2024-12-13,Автотестовая транзакция,4578.77,2,2,2,90069744154,8,+73589968185
399,INSERT,1495,2,2,2025-05-12 19:18:36.375331,2,40817810000797696729,40817810000593907928,,,,,,,,,,,2,2024-12-14,Автотестовая транзакция,23275.76,3,1,4,22767714981,9,81610944812
400,INSERT,1496,2,2,2025-05-12 19:18:36.375331,2,40817810000659936710,40817810000759041580,,,,,,,,,,,2,2024-12-15,Автотестовая транзакция,43594.80,5,3,2,61356004343,6,82093028976
401,INSERT,1497,1,2,2025-05-12 19:18:36.375331,2,40817810000260850799,40817810000406089139,,,,,,,,,,,1,2024-12-16,Автотестовая транзакция,17698.11,7,4,3,59740014987,9,+70654349521
402,INSERT,1498,1,1,2025-05-12 19:18:36.375331,1,40817810000485122291,40817810000784735291,,,,,,,,,,,2,2024-12-17,Автотестовая транзакция,43281.30,1,2,3,83076098543,6,85023049694
403,INSERT,1499,1,2,2025-05-12 19:18:36.375331,2,40817810000824078320,40817810000385061424,,,,,,,,,,,2,2024-12-18,Автотестовая транзакция,11103.67,6,3,4,53646636954,8,81105508240
404,INSERT,1500,2,1,2025-05-12 19:18:36.375331,1,40817810000831140672,40817810000704547620,,,,,,,,,,,2,2024-12-19,Автотестовая транзакция,48946.07,6,2,1,87786098099,10,+74207495266
405,INSERT,1501,2,2,2025-05-12 19:18:36.375331,2,40817810000820423779,40817810000520562883,,,,,,,,,,,2,2024-12-20,Автотестовая транзакция,3229.11,6,5,3,77990733730,4,+72560257196
406,INSERT,1502,1,1,2025-05-12 19:18:36.375331,1,40817810000365422743,40817810000910896943,,,,,,,,,,,2,2024-12-21,Автотестовая транзакция,32019.65,4,3,5,79456645725,9,+77536709237
407,INSERT,1503,2,2,2025-05-12 19:18:36.375331,2,40817810000405392711,40817810000319877431,,,,,,,,,,,2,2024-12-22,Автотестовая транзакция,28729.96,5,3,2,78403790632,5,84385377144
408,INSERT,1504,2,2,2025-05-12 19:18:36.375331,2,40817810000391397536,40817810000167769167,,,,,,,,,,,1,2024-12-23,Автотестовая транзакция,43581.71,6,2,3,88691662301,6,80784727570
409,INSERT,1505,2,2,2025-05-12 19:18:36.375331,2,40817810000512026588,40817810000575373904,,,,,,,,,,,2,2024-12-24,Автотестовая транзакция,20952.83,3,3,1,22210797735,7,83729137027
410,INSERT,1506,2,2,2025-05-12 19:18:36.375331,2,40817810000971278385,40817810000903669986,,,,,,,,,,,1,2024-12-25,Автотестовая транзакция,36233.63,3,5,4,49109626006,7,81938507059
411,INSERT,1507,2,2,2025-05-12 19:18:36.375331,2,40817810000380123479,40817810000774016427,,,,,,,,,,,2,2024-12-26,Автотестовая транзакция,49790.79,4,2,3,88142389983,10,84930507168
412,INSERT,1508,1,1,2025-05-12 19:18:36.375331,1,40817810000365552387,40817810000710016724,,,,,,,,,,,2,2024-12-27,Автотестовая транзакция,27811.55,5,4,4,74107628968,4,+73827615705
413,INSERT,1509,1,2,2025-05-12 19:18:36.375331,2,40817810000231975750,40817810000762572254,,,,,,,,,,,2,2024-12-28,Автотестовая транзакция,11606.11,4,4,4,40749809983,5,+72988555257
414,INSERT,1510,2,2,2025-05-12 19:18:36.375331,2,40817810000065728265,40817810000916096281,,,,,,,,,,,1,2024-12-29,Автотестовая транзакция,3348.25,2,3,5,51079272832,6,80986745493
415,INSERT,1511,2,1,2025-05-12 19:18:36.375331,1,40817810000829063057,40817810000700359362,,,,,,,,,,,1,2024-12-30,Автотестовая транзакция,3806.34,1,3,4,72318632640,6,+79110231033
416,INSERT,1512,1,1,2025-05-12 19:18:36.375331,1,40817810000422717455,40817810000171700420,,,,,,,,,,,2,2024-12-31,Автотестовая транзакция,25059.07,2,3,1,49948247579,6,86235122786
417,INSERT,1513,2,1,2025-05-12 19:18:36.375331,1,40817810000341249531,40817810000225499399,,,,,,,,,,,1,2025-01-01,Автотестовая транзакция,25037.56,1,3,2,58339429259,5,+75090097020
418,INSERT,1514,1,1,2025-05-12 19:18:36.375331,1,40817810000194833146,40817810000040538076,,,,,,,,,,,2,2025-01-02,Автотестовая транзакция,50096.19,6,2,3,86852646162,12,+74538882573
419,INSERT,1515,2,2,2025-05-12 19:18:36.375331,2,40817810000187205690,40817810000261380332,,,,,,,,,,,2,2025-01-03,Автотестовая транзакция,36160.53,3,2,2,53775371337,2,+78066494566
420,INSERT,1516,2,2,2025-05-12 19:18:36.375331,2,40817810000989275655,40817810000573555051,,,,,,,,,,,1,2025-01-04,Автотестовая транзакция,45882.69,7,5,4,47703056614,10,80509372570
421,INSERT,1517,1,1,2025-05-12 19:18:36.375331,1,40817810000604885624,40817810000117390989,,,,,,,,,,,2,2025-01-05,Автотестовая транзакция,4500.07,6,2,3,18218118775,9,+73781725323
422,INSERT,1518,2,1,2025-05-12 19:18:36.375331,1,40817810000546831621,40817810000152213720,,,,,,,,,,,1,2025-01-06,Автотестовая транзакция,19692.72,3,4,4,71492969323,4,+77439064053
423,INSERT,1519,1,2,2025-05-12 19:18:36.375331,2,40817810000930027222,40817810000943269634,,,,,,,,,,,1,2025-01-07,Автотестовая транзакция,1234.62,6,5,1,68520533267,5,87630909141
424,INSERT,1520,2,1,2025-05-12 19:18:36.375331,1,40817810000614659731,40817810000899452044,,,,,,,,,,,1,2025-01-08,Автотестовая транзакция,3100.75,7,5,3,51073440631,9,+75412118712
425,INSERT,1521,1,2,2025-05-12 19:18:36.375331,2,40817810000425370659,40817810000965598215,,,,,,,,,,,1,2025-01-09,Автотестовая транзакция,44856.71,5,2,1,55082541211,5,+73898224547
426,INSERT,1522,1,2,2025-05-12 19:18:36.375331,2,40817810000260876224,40817810000053331001,,,,,,,,,,,2,2025-01-10,Автотестовая транзакция,24219.45,2,2,3,81556233433,1,+79598185045
427,INSERT,1523,1,2,2025-05-12 19:18:36.375331,2,40817810000476203352,40817810000827896649,,,,,,,,,,,1,2025-01-11,Автотестовая транзакция,6824.92,6,2,3,49986648400,9,+75494122256
428,INSERT,1524,2,2,2025-05-12 19:18:36.375331,2,40817810000036333416,40817810000614835226,,,,,,,,,,,1,2025-01-12,Автотестовая транзакция,46873.43,3,2,4,33722162940,9,+71211757755
429,INSERT,1525,2,1,2025-05-12 19:18:36.375331,1,40817810000700399758,40817810000478565402,,,,,,,,,,,1,2025-01-13,Автотестовая транзакция,4493.92,5,5,5,87850144489,4,+77101696821
430,INSERT,1526,1,1,2025-05-12 19:18:36.375331,1,40817810000378879547,40817810000844819329,,,,,,,,,,,1,2025-01-14,Автотестовая транзакция,13169.70,3,3,4,60821042811,6,86874192718
431,INSERT,1527,2,1,2025-05-12 19:18:36.375331,1,40817810000914881229,40817810000510269773,,,,,,,,,,,2,2025-01-15,Автотестовая транзакция,16700.00,2,4,3,46069089857,6,+71910703220
432,INSERT,1528,1,2,2025-05-12 19:18:36.375331,2,40817810000761869535,40817810000802669897,,,,,,,,,,,2,2025-01-16,Автотестовая транзакция,23675.08,3,4,3,89071012361,4,84203642449
433,INSERT,1529,1,2,2025-05-12 19:18:36.375331,2,40817810000883353831,40817810000500304783,,,,,,,,,,,1,2025-01-17,Автотестовая транзакция,6075.59,4,2,3,94405290027,11,+72906778683
434,INSERT,1530,2,1,2025-05-12 19:18:36.375331,1,40817810000101758315,40817810000531603320,,,,,,,,,,,1,2025-01-18,Автотестовая транзакция,48604.47,3,4,2,96769756269,6,+74995881228
435,INSERT,1531,2,2,2025-05-12 19:18:36.375331,2,40817810000481573900,40817810000891031535,,,,,,,,,,,1,2025-01-19,Автотестовая транзакция,31351.93,2,1,1,21760596670,11,85674867608
